"result_level","chart","scenario","period","age","series","value_dollars"
"Primary individual","Saving and super drawdown","Selected scenario",,23,"Opening super balance",14571.2651840427
"Primary individual","Saving and super drawdown","Selected scenario",,24,"Opening super balance",20282.2457591026
"Primary individual","Saving and super drawdown","Selected scenario",,25,"Opening super balance",26467.0929300792
"Primary individual","Saving and super drawdown","Selected scenario",,26,"Opening super balance",33156.4345755554
"Primary individual","Saving and super drawdown","Selected scenario",,27,"Opening super balance",40382.6759674431
"Primary individual","Saving and super drawdown","Selected scenario",,28,"Opening super balance",48180.096876835
"Primary individual","Saving and super drawdown","Selected scenario",,29,"Opening super balance",56584.9537842058
"Primary individual","Saving and super drawdown","Selected scenario",,30,"Opening super balance",59012.4620782787
"Primary individual","Saving and super drawdown","Selected scenario",,31,"Opening super balance",61544.1110691925
"Primary individual","Saving and super drawdown","Selected scenario",,32,"Opening super balance",64184.3684181967
"Primary individual","Saving and super drawdown","Selected scenario",,33,"Opening super balance",66937.8934502963
"Primary individual","Saving and super drawdown","Selected scenario",,34,"Opening super balance",69809.5453766732
"Primary individual","Saving and super drawdown","Selected scenario",,35,"Opening super balance",81058.0110853526
"Primary individual","Saving and super drawdown","Selected scenario",,36,"Opening super balance",92937.6038574755
"Primary individual","Saving and super drawdown","Selected scenario",,37,"Opening super balance",105478.07337035
"Primary individual","Saving and super drawdown","Selected scenario",,38,"Opening super balance",118710.493704792
"Primary individual","Saving and super drawdown","Selected scenario",,39,"Opening super balance",132667.321028786
"Primary individual","Saving and super drawdown","Selected scenario",,40,"Opening super balance",147382.453771396
"Primary individual","Saving and super drawdown","Selected scenario",,41,"Opening super balance",162891.295394015
"Primary individual","Saving and super drawdown","Selected scenario",,42,"Opening super balance",179230.819870687
"Primary individual","Saving and super drawdown","Selected scenario",,43,"Opening super balance",196439.639994002
"Primary individual","Saving and super drawdown","Selected scenario",,44,"Opening super balance",214558.078628081
"Primary individual","Saving and super drawdown","Selected scenario",,45,"Opening super balance",233628.243035378
"Primary individual","Saving and super drawdown","Selected scenario",,46,"Opening super balance",253694.102409481
"Primary individual","Saving and super drawdown","Selected scenario",,47,"Opening super balance",274801.56875176
"Primary individual","Saving and super drawdown","Selected scenario",,48,"Opening super balance",296998.581235632
"Primary individual","Saving and super drawdown","Selected scenario",,49,"Opening super balance",320335.194208379
"Primary individual","Saving and super drawdown","Selected scenario",,50,"Opening super balance",344863.668986915
"Primary individual","Saving and super drawdown","Selected scenario",,51,"Opening super balance",370638.569610584
"Primary individual","Saving and super drawdown","Selected scenario",,52,"Opening super balance",397716.862721104
"Primary individual","Saving and super drawdown","Selected scenario",,53,"Opening super balance",426158.021747042
"Primary individual","Saving and super drawdown","Selected scenario",,54,"Opening super balance",456024.135577853
"Primary individual","Saving and super drawdown","Selected scenario",,55,"Opening super balance",487380.021920447
"Primary individual","Saving and super drawdown","Selected scenario",,56,"Opening super balance",520246.176179926
"Primary individual","Saving and super drawdown","Selected scenario",,57,"Opening super balance",554689.70051625
"Primary individual","Saving and super drawdown","Selected scenario",,58,"Opening super balance",590780.608146555
"Primary individual","Saving and super drawdown","Selected scenario",,59,"Opening super balance",628591.948683241
"Primary individual","Saving and super drawdown","Selected scenario",,60,"Opening super balance",668199.93885541
"Primary individual","Saving and super drawdown","Selected scenario",,61,"Opening super balance",709684.098844745
"Primary individual","Saving and super drawdown","Selected scenario",,62,"Opening super balance",753127.394476727
"Primary individual","Saving and super drawdown","Selected scenario",,63,"Opening super balance",798616.385518521
"Primary individual","Saving and super drawdown","Selected scenario",,64,"Opening super balance",846241.380345576
"Primary individual","Saving and super drawdown","Selected scenario",,65,"Opening super balance",896096.597250252
"Primary individual","Saving and super drawdown","Selected scenario",,66,"Opening super balance",948280.332677531
"Primary individual","Saving and super drawdown","Selected scenario",,67,"Opening super balance",1002895.13668507
"Primary individual","Saving and super drawdown","Selected scenario",,68,"Opening super balance",971494.71159047
"Primary individual","Saving and super drawdown","Selected scenario",,69,"Opening super balance",938367.26311567
"Primary individual","Saving and super drawdown","Selected scenario",,70,"Opening super balance",903417.804974757
"Primary individual","Saving and super drawdown","Selected scenario",,71,"Opening super balance",866546.126636093
"Primary individual","Saving and super drawdown","Selected scenario",,72,"Opening super balance",827646.505988803
"Primary individual","Saving and super drawdown","Selected scenario",,73,"Opening super balance",786607.406205912
"Primary individual","Saving and super drawdown","Selected scenario",,74,"Opening super balance",743311.155934961
"Primary individual","Saving and super drawdown","Selected scenario",,75,"Opening super balance",697633.611899109
"Primary individual","Saving and super drawdown","Selected scenario",,76,"Opening super balance",651339.202941285
"Primary individual","Saving and super drawdown","Selected scenario",,77,"Opening super balance",606106.10149078
"Primary individual","Saving and super drawdown","Selected scenario",,78,"Opening super balance",561914.679460498
"Primary individual","Saving and super drawdown","Selected scenario",,79,"Opening super balance",518744.22921855
"Primary individual","Saving and super drawdown","Selected scenario",,80,"Opening super balance",476572.904213295
"Primary individual","Saving and super drawdown","Selected scenario",,81,"Opening super balance",435358.15633275
"Primary individual","Saving and super drawdown","Selected scenario",,82,"Opening super balance",395094.097318776
"Primary individual","Saving and super drawdown","Selected scenario",,83,"Opening super balance",355755.015059034
"Primary individual","Saving and super drawdown","Selected scenario",,84,"Opening super balance",317313.783275005
"Primary individual","Saving and super drawdown","Selected scenario",,85,"Opening super balance",277749.434764636
"Primary individual","Saving and super drawdown","Selected scenario",,86,"Opening super balance",236651.967749491
"Primary individual","Saving and super drawdown","Selected scenario",,87,"Opening super balance",193961.973887508
"Primary individual","Saving and super drawdown","Selected scenario",,88,"Opening super balance",149293.624839046
"Primary individual","Saving and super drawdown","Selected scenario",,89,"Opening super balance",102168.516592918
"Primary individual","Saving and super drawdown","Selected scenario",,90,"Opening super balance",52451.5273932529
"Primary individual","Saving and super drawdown","Selected scenario",,20,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,21,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,22,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,23,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,24,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,25,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,26,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,27,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,28,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,29,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,30,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,31,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,32,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,33,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,34,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,35,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,36,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,37,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,38,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,39,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,40,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,41,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,42,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,43,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,44,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,45,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,46,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,47,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,48,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,49,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,50,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,51,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,52,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,53,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,54,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,55,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,56,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,57,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,58,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,59,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,60,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,61,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,62,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,63,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,64,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,65,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,66,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,67,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,68,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,69,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,70,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,71,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,72,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,73,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,74,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,75,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,76,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,77,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,78,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,79,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,80,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,81,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,82,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,83,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,84,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,85,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,86,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,87,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,88,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,89,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,90,"Opening bank deposit",0
"Primary individual","Saving and super drawdown","Selected scenario",,20,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,21,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,22,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,23,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,24,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,25,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,26,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,27,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,28,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,29,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,30,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,31,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,32,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,33,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,34,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,35,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,36,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,37,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,38,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,39,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,40,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,41,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,42,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,43,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,44,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,45,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,46,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,47,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,48,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,49,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,50,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,51,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,52,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,53,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,54,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,55,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,56,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,57,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,58,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,59,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,60,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,61,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,62,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,63,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,64,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,65,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,66,"Annual super withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,67,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,68,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,69,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,70,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,71,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,72,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,73,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,74,"Annual super withdrawal",86559.6576122753
"Primary individual","Saving and super drawdown","Selected scenario",,75,"Annual super withdrawal",84664.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,76,"Annual super withdrawal",81056.7576122753
"Primary individual","Saving and super drawdown","Selected scenario",,77,"Annual super withdrawal",77527.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,78,"Annual super withdrawal",74075.7576122753
"Primary individual","Saving and super drawdown","Selected scenario",,79,"Annual super withdrawal",70702.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,80,"Annual super withdrawal",67426.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,81,"Annual super withdrawal",64208.7576122753
"Primary individual","Saving and super drawdown","Selected scenario",,82,"Annual super withdrawal",61069.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,83,"Annual super withdrawal",58007.7576122753
"Primary individual","Saving and super drawdown","Selected scenario",,84,"Annual super withdrawal",57016.6065904942
"Primary individual","Saving and super drawdown","Selected scenario",,85,"Annual super withdrawal",56373.6859272007
"Primary individual","Saving and super drawdown","Selected scenario",,86,"Annual super withdrawal",55705.8520882046
"Primary individual","Saving and super drawdown","Selected scenario",,87,"Annual super withdrawal",55336.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,88,"Annual super withdrawal",55336.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,89,"Annual super withdrawal",55336.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,90,"Annual super withdrawal",55336.2576122753
"Primary individual","Saving and super drawdown","Selected scenario",,20,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,21,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,22,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,23,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,24,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,25,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,26,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,27,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,28,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,29,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,30,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,31,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,32,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,33,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,34,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,35,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,36,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,37,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,38,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,39,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,40,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,41,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,42,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,43,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,44,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,45,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,46,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,47,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,48,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,49,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,50,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,51,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,52,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,53,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,54,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,55,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,56,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,57,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,58,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,59,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,60,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,61,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,62,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,63,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,64,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,65,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,66,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,67,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,68,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,69,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,70,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,71,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,72,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,73,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,74,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,75,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,76,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,77,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,78,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,79,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,80,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,81,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,82,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,83,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,84,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,85,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,86,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,87,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,88,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,89,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","Selected scenario",,90,"Annual bank withdrawal",0
"Primary individual","Saving and super drawdown","No-shock baseline",,20,"No-shock opening super balance",0
"Primary individual","Saving and super drawdown","No-shock baseline",,21,"No-shock opening super balance",4456.73039146744
"Primary individual","Saving and super drawdown","No-shock baseline",,22,"No-shock opening super balance",9305.20846942438
"Primary individual","Saving and super drawdown","No-shock baseline",,23,"No-shock opening super balance",14571.2651840427
"Primary individual","Saving and super drawdown","No-shock baseline",,24,"No-shock opening super balance",20282.2457591026
"Primary individual","Saving and super drawdown","No-shock baseline",,25,"No-shock opening super balance",26467.0929300792
"Primary individual","Saving and super drawdown","No-shock baseline",,26,"No-shock opening super balance",33156.4345755554
"Primary individual","Saving and super drawdown","No-shock baseline",,27,"No-shock opening super balance",40382.6759674431
"Primary individual","Saving and super drawdown","No-shock baseline",,28,"No-shock opening super balance",48180.096876835
"Primary individual","Saving and super drawdown","No-shock baseline",,29,"No-shock opening super balance",56584.9537842058
"Primary individual","Saving and super drawdown","No-shock baseline",,30,"No-shock opening super balance",65635.5874551751
"Primary individual","Saving and super drawdown","No-shock baseline",,31,"No-shock opening super balance",75372.5361561456
"Primary individual","Saving and super drawdown","No-shock baseline",,32,"No-shock opening super balance",85838.65479789
"Primary individual","Saving and super drawdown","No-shock baseline",,33,"No-shock opening super balance",97079.2403095863
"Primary individual","Saving and super drawdown","No-shock baseline",,34,"No-shock opening super balance",109142.163560956
"Primary individual","Saving and super drawdown","No-shock baseline",,35,"No-shock opening super balance",122078.008166048
"Primary individual","Saving and super drawdown","No-shock baseline",,36,"No-shock opening super balance",135717.368800066
"Primary individual","Saving and super drawdown","No-shock baseline",,37,"No-shock opening super balance",150093.100644561
"Primary individual","Saving and super drawdown","No-shock baseline",,38,"No-shock opening super balance",165239.51651148
"Primary individual","Saving and super drawdown","No-shock baseline",,39,"No-shock opening super balance",181192.450242296
"Primary individual","Saving and super drawdown","No-shock baseline",,40,"No-shock opening super balance",197989.322842571
"Primary individual","Saving and super drawdown","No-shock baseline",,41,"No-shock opening super balance",215669.211469591
"Primary individual","Saving and super drawdown","No-shock baseline",,42,"No-shock opening super balance",234272.921395736
"Primary individual","Saving and super drawdown","No-shock baseline",,43,"No-shock opening super balance",253843.061075569
"Primary individual","Saving and super drawdown","No-shock baseline",,44,"No-shock opening super balance",274424.12045005
"Primary individual","Saving and super drawdown","No-shock baseline",,45,"No-shock opening super balance",296062.552627085
"Primary individual","Saving and super drawdown","No-shock baseline",,46,"No-shock opening super balance",318806.859083544
"Primary individual","Saving and super drawdown","No-shock baseline",,47,"No-shock opening super balance",342707.678540134
"Primary individual","Saving and super drawdown","No-shock baseline",,48,"No-shock opening super balance",367817.879667019
"Primary individual","Saving and super drawdown","No-shock baseline",,49,"No-shock opening super balance",394192.657784837
"Primary individual","Saving and super drawdown","No-shock baseline",,50,"No-shock opening super balance",421889.635732868
"Primary individual","Saving and super drawdown","No-shock baseline",,51,"No-shock opening super balance",450968.969083439
"Primary individual","Saving and super drawdown","No-shock baseline",,52,"No-shock opening super balance",481493.455889376
"Primary individual","Saving and super drawdown","No-shock baseline",,53,"No-shock opening super balance",513528.651159307
"Primary individual","Saving and super drawdown","No-shock baseline",,54,"No-shock opening super balance",547142.98626402
"Primary individual","Saving and super drawdown","No-shock baseline",,55,"No-shock opening super balance",582407.893485744
"Primary individual","Saving and super drawdown","No-shock baseline",,56,"No-shock opening super balance",619350.766571797
"Primary individual","Saving and super drawdown","No-shock baseline",,57,"No-shock opening super balance",658045.901964912
"Primary individual","Saving and super drawdown","No-shock baseline",,58,"No-shock opening super balance",698570.815801485
"Primary individual","Saving and super drawdown","No-shock baseline",,59,"No-shock opening super balance",741006.382490233
"Primary individual","Saving and super drawdown","No-shock baseline",,60,"No-shock opening super balance",785436.979242249
"Primary individual","Saving and super drawdown","No-shock baseline",,61,"No-shock opening super balance",831950.636807864
"Primary individual","Saving and super drawdown","No-shock baseline",,62,"No-shock opening super balance",880639.19668668
"Primary individual","Saving and super drawdown","No-shock baseline",,63,"No-shock opening super balance",931598.475088561
"Primary individual","Saving and super drawdown","No-shock baseline",,64,"No-shock opening super balance",984928.4339353
"Primary individual","Saving and super drawdown","No-shock baseline",,65,"No-shock opening super balance",1040733.35920509
"Primary individual","Saving and super drawdown","No-shock baseline",,66,"No-shock opening super balance",1099122.04693493
"Primary individual","Saving and super drawdown","No-shock baseline",,67,"No-shock opening super balance",1160207.99720951
"Primary individual","Saving and super drawdown","No-shock baseline",,68,"No-shock opening super balance",1127972.23668003
"Primary individual","Saving and super drawdown","No-shock baseline",,69,"No-shock opening super balance",1093963.50932142
"Primary individual","Saving and super drawdown","No-shock baseline",,70,"No-shock opening super balance",1058084.3019581
"Primary individual","Saving and super drawdown","No-shock baseline",,71,"No-shock opening super balance",1020231.73818979
