Statistic,Productivity,Unemployment,Job-Finding Rate,Separation Rate,UE Transition Rate,EU Transition Rate,Vacancies,Vacancy-to-Unemployment Ratio,Net Wage,Bargained Wage,Output,Market Tightness,OJS Probability,Search Effort,Job-to-Job Transitions,J2J Transition Rate
Autocorrelation,1.0,-0.2219451742355017,0.061832670925335106,-0.0070327119554104275,-0.3440692011075862,0.2429515134474354,0.018577262979005454,0.04917943714156123,0.04880159032049944,0.05107745206836435,0.056040180685580615,0.04917943714156123,-0.017000064702586856,-0.09713066081070226,0.017254256349880558,0.013764562395564848
Other Correlation Terms,1.0,-0.5086180923927976,0.6443877008232367,-0.00045598980761357607,0.14798893260609014,0.021182302066858883,2.4057810037048615,2.960657824403143,0.9557035273693817,0.9734755524805535,1.0221707906581026,2.1522487213833066,0.715418107271,0.2536688390817985,1.3699797527517306,1.3483433631774755
Mean,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Std. Dev.,0.7656846952362317,0.8502675941418929,0.7625314319709393,0.6120439325942592,0.34648189920038464,0.8486041364065455,0.7056091416131439,0.7625263007160784,0.7623076562531937,0.764843285075011,0.769522277717471,0.7625263007160784,0.438343910466208,0.32391099126231904,0.5849674742560995,0.5789623362748239
Correlation (Productivity),0.4662939624000074,0.5702344685984019,0.4632000810532812,0.294493797812914,-0.04981934277520482,0.5683741555707333,0.40330473848340975,0.4631665899170001,0.46276943943773086,0.4654462005725797,0.471010847862954,0.4631665899170001,0.1289827106756265,-0.000932918793653202,0.28357889697251454,0.27689122185110476
Elasticity wrt Productivity,0.23094459000688602,0.3049445549349713,0.22920808866608858,0.08579974364354728,-0.14172957750642262,0.30373356846292465,0.19135450508906887,0.22921732174821619,0.22871503258839918,0.23044770031261896,0.23431263975111763,0.22921732174821619,0.01246870907445885,-0.07945630090018455,0.11585713565046732,0.11129892769844686
Autocorrelation,0.051866153547793184,0.09073974124982806,0.05129082859354752,-0.048207389959732824,-0.1511151118856405,0.09020234644114312,0.033035802014913844,0.05133869839996091,0.05085657116368075,0.05167532357238596,0.053647384612678733,0.05133869839996091,-0.06065434363230977,-0.1123425590722054,-0.004682500444864515,-0.0070999353000254445
Other Correlation Terms,1.0,-0.2415978009198132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.046790640293740283
Mean,1.0,-0.47023905754518214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1670535649734373
Std. Dev.,1.0,-0.729655456229497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.32826427195476054
Correlation (Productivity),1.0,-0.933313218744128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5399272056371518
Elasticity wrt Productivity,1.0,-0.8351300406871992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6425028428737443
Autocorrelation,1.0,-0.5072935861055718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42782282039919833
Other Correlation Terms,1.0,-0.25264767978941804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2419839600783512
Mean,1.0,-0.06461056756029121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10198952907437414
Std. Dev.,1.0,0.07284819605132059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00022695062947456084
