y0,y1,d_actual,d_hat,unexplained,0_14,15_34,35_54,55_64,65p,t,fun
2006,2007,0,0.0031283267327499,-0.0031283267327499,-3.92832564396384e-05,0.000605948529157909,0.000884880468286792,0.00113222840205179,-0.000149317465525735,0.000693870055218783,014 Basic research
2007,2008,0,-0.00633076119808765,0.00633076119808765,-0.00096669148427847,-0.00134771420075116,-0.00129453079026609,-0.000387573699583351,-0.00195160419833128,-0.000382646824877295,014 Basic research
2008,2009,0,-0.00563961524087428,0.00563961524087428,-0.000922916689392724,-0.0032197734430821,-0.000200025005232641,0.000331447637851014,-0.00116956513970778,-0.00045878260131005,014 Basic research
2009,2010,0,0.00104739383489907,-0.00104739383489907,0.000225445677577278,-0.000893687115605605,0.000540544432260251,8.56045988110392e-05,0.000912577523492685,0.000176908718363422,014 Basic research
2010,2011,0,0.00314915436106933,-0.00314915436106933,0.000603906982628086,-0.000167281406517686,0.000766871601964951,-3.30904153206077e-05,0.0016139963144557,0.00036475128385889,014 Basic research
2011,2012,0,0.00547612538618666,-0.00547612538618666,0.000586053424438233,-0.000221544498795064,0.00151751065479731,0.00125264680474868,0.00145068140091473,0.000890777600082767,014 Basic research
2012,2013,0,0.000541824996595376,-0.000541824996595376,0.000214900363052648,0.000436061802002423,-0.000480808273784602,-0.000230411732540151,0.000169231764673987,0.000432851073191071,014 Basic research
2013,2014,0,5.52315977709416e-05,-5.52315977709416e-05,0.00029789554013239,0.000641921272309721,-0.000787587265170308,-0.000721457852412098,0.000316625343933875,0.00030783455897736,014 Basic research
2014,2015,0,0.00133009869280293,-0.00133009869280293,0.000371490354470684,0.000878337680887936,-0.000446820042004875,-0.000394517180926083,0.000446128339774633,0.000475479540600633,014 Basic research
2015,2016,0,0.00204765861553306,-0.00204765861553306,0.000463023825611987,0.00207554914030951,-0.000836187019678202,-0.00054703779982162,0.000199763662619281,0.000692546806492103,014 Basic research
2016,2017,0,0.00584136448714317,-0.00584136448714317,0.000527552202433033,0.00165630183205769,0.000904023566348411,0.000958951350795933,0.000725813877550159,0.00106872165795794,014 Basic research
2017,2018,0.0443572258431071,0.0109824100110231,0.033374815832084,0.000938367392098079,0.0017001853853807,0.00266238030352373,0.00222201241873251,0.00188905322301693,0.00157041128827114,014 Basic research
2018,2019,-0.00237265470076931,0.0130734396271742,-0.0154460943279435,0.00113762975830991,0.00175316839615348,0.00335088311264392,0.0026420453881929,0.00243844746779159,0.00175126550408242,014 Basic research
1999,2000,0,0,0,0,0,0,0,0,0,015 RandD General public services
2000,2001,0,0,0,0,0,0,0,0,0,015 RandD General public services
2001,2002,0,0,0,0,0,0,0,0,0,015 RandD General public services
2002,2003,0,0,0,0,0,0,0,0,0,015 RandD General public services
2003,2004,0,0,0,0,0,0,0,0,0,015 RandD General public services
2004,2005,0,0,0,0,0,0,0,0,0,015 RandD General public services
2005,2006,0,0,0,0,0,0,0,0,0,015 RandD General public services
2006,2007,0,0,0,0,0,0,0,0,0,015 RandD General public services
2007,2008,0,0,0,0,0,0,0,0,0,015 RandD General public services
2008,2009,0,0,0,0,0,0,0,0,0,015 RandD General public services
2009,2010,0,0,0,0,0,0,0,0,0,015 RandD General public services
2010,2011,0,0,0,0,0,0,0,0,0,015 RandD General public services
2011,2012,0,0,0,0,0,0,0,0,0,015 RandD General public services
2012,2013,0,0,0,0,0,0,0,0,0,015 RandD General public services
2013,2014,0,0,0,0,0,0,0,0,0,015 RandD General public services
2014,2015,0,0,0,0,0,0,0,0,0,015 RandD General public services
2015,2016,0,0,0,0,0,0,0,0,0,015 RandD General public services
2016,2017,0,0,0,0,0,0,0,0,0,015 RandD General public services
2017,2018,0,0,0,0,0,0,0,0,0,015 RandD General public services
2018,2019,0,0,0,0,0,0,0,0,0,015 RandD General public services
1999,2000,-0.152142897557321,-0.159907622276924,0.00776472471960288,-0.0249472744854515,-0.0622043510904,-0.0343437529039301,-0.00774975323491682,-0.0198938944935526,-0.0107685960686735,016 Public debt transactions
2000,2001,-0.0433848513007976,-0.0895182563125086,0.0461334050117109,-0.0131412491548192,-0.0360915316227934,-0.0287165036444839,-0.00764980687380227,-0.00573509020911012,0.00181592519250025,016 Public debt transactions
2001,2002,-0.0926931576891545,-0.046258863649858,-0.0464342940392966,-0.011768886689856,-0.00136933123319982,-0.00296598118274128,-0.032252618715822,-0.00569219216287689,0.00779014633463802,016 Public debt transactions
2002,2003,-0.0507681696193163,-0.0428463473396788,-0.0079218222796375,-0.011695050239668,-0.00174564467862483,-0.00711585500246883,-0.0208567559626995,-0.00697946011974199,0.00554641866352432,016 Public debt transactions
2003,2004,-0.0752250940919238,-0.0629714365712565,-0.0122536575206673,-0.0123866736582693,-0.0171231936646552,-0.0170985361274572,-0.0129468398944114,-0.00678976620724988,0.00337357298078647,016 Public debt transactions
2004,2005,-0.0397874737123852,-0.0453344408072848,0.0055469670948996,-0.0097711005660897,-0.00996369080161873,-0.0159302914415711,-0.0116007617991378,-0.0039827805099838,0.00591418431111632,016 Public debt transactions
2005,2006,-0.0448220069362942,-0.0895446813696583,0.044722674433364,-0.0177391282415024,-0.0287713026193043,-0.0202599205370087,-0.00328969352529553,-0.0148182841680401,-0.00466635227850728,016 Public debt transactions
2006,2007,-0.0472314447940145,-0.0415703538076226,-0.00566109098639192,-0.0117429597684036,-0.0118847969922255,-0.0101502784394416,0.0025751071010368,-0.00987020642935496,-0.000497219279233757,016 Public debt transactions
2007,2008,-0.0323649849165901,-0.00986259507111019,-0.0225023898454799,-0.014508817240508,0.0134232752468889,0.0106869047223273,0.00484911436710332,-0.0190272201079899,-0.00528585205893184,016 Public debt transactions
2008,2009,0.0411977790140413,0.0802456798133369,-0.0390479007992956,0.00148051337035911,0.0420020885527197,0.012239305683745,0.0151072115982593,-0.000254319632013079,0.00967088024026683,016 Public debt transactions
2009,2010,0.0977377713970231,0.0507890555745351,0.046948715822488,0.00694307403601263,0.0129278717793205,-0.00312082069474551,-5.85732888401243e-05,0.0146086723654241,0.0194888313773635,016 Public debt transactions
2010,2011,0.0608312768586677,0.0421356892372092,0.0186955876214585,0.00899337177116405,0.00380067066685091,-0.00826919172327972,-0.00538222566823559,0.019898144883833,0.0230949193068766,016 Public debt transactions
2011,2012,0.0661406346376194,0.0844525190132613,-0.0183118843756419,0.0131825503248299,0.0121683147779227,0.00368455732566339,0.0134840818435812,0.0204487816018081,0.0214842331394561,016 Public debt transactions
2012,2013,-0.00311243254034832,0.033828976933877,-0.0369414094742254,0.00100233117713523,0.00115237047645224,0.0132075594878823,0.00510881391862861,0.00397459011355193,0.00938331176022677,016 Public debt transactions
2013,2014,0.0575624417890837,0.0222170488657773,0.0353453929233064,0.000384878782157746,-0.00297547362314328,0.010677487955945,-0.00112695778989878,0.00482481185335063,0.010432301687366,016 Public debt transactions
2014,2015,0.0444558088342562,0.0161016748245718,0.0283541340096844,-0.000104756532117535,-0.00616471269648935,0.00812028723343761,-0.000155188093836685,0.00454352470099783,0.00986252021257993,016 Public debt transactions
2015,2016,-0.0099784142610333,-0.0212632806541546,0.0112848663931213,-0.00655717913556428,-0.0215640095116705,0.00972873163544267,-0.00237500067735575,-0.00334047684908959,0.00284465388408286,016 Public debt transactions
2016,2017,-0.0764024393529139,-0.0188275445837037,-0.0575748947692102,-0.00461511848148043,-0.0187353955907809,-0.00413066605924249,0.00314528045417268,8.66155100761202e-05,0.00542173958355125,016 Public debt transactions
2017,2018,0.0066170327437276,-0.00373724938206831,0.0103542821257959,0.00212800244421166,-0.019160580881876,-0.0171915589576406,0.0063018163883301,0.0110082296858539,0.0131768419390527,016 Public debt transactions
2018,2019,-0.0300532950885533,0.000431578468254239,-0.0304848735568075,0.00501562099130562,-0.0201680692147056,-0.0235545254226067,0.00605412413696901,0.0161285704743181,0.0169558575029737,016 Public debt transactions
1999,2000,-0.00335832683031128,-0.00378749881162852,0.000429171981317244,-0.000998913929139878,-0.00318643607165992,0.00120876332492805,0.000807615303642443,-0.000776101942745213,-0.000842425496654001,017 Transfers of a general character between different levels of government
2000,2001,0.0018040475857816,0.000304048245160854,0.00149999934062075,0.000330629489255504,-0.00163550259054247,0.001072754378375,0.000556382756491832,4.71829238300855e-05,-6.7398712249094e-05,017 Transfers of a general character between different levels of government
2001,2002,0.0079135902334879,-0.00466128622746784,0.0125748764609557,-0.000846749987885847,0.000299731941771659,-0.00198327356717878,-0.00219751093879152,-0.000106103430520102,0.000172619755136748,017 Transfers of a general character between different levels of government
2002,2003,-0.0220873743642429,-0.00208559499528502,-0.0200017793689579,-0.000336333995385297,0.000281321450350158,-0.00101456962989951,-0.0011772687223004,4.31994017794038e-06,0.000156935961772094,017 Transfers of a general character between different levels of government
2003,2004,0.00569754990366761,-0.000696277735504047,0.00639382763917166,1.00125127827944e-05,-0.000585607591781765,5.94703608392374e-05,-0.000240197579422712,2.16205795488922e-05,3.84239825295058e-05,017 Transfers of a general character between different levels of government
2004,2005,-0.00622332572118482,0.000624371834582869,-0.00684769755576769,0.000385619762913288,-0.000156682216238785,0.000122897184570117,-0.00018531465017641,0.00023267271449131,0.000225179039023348,017 Transfers of a general character between different levels of government
2005,2006,0.0138756942637041,-0.00123894687883205,0.0151146411425362,-0.000428218143274024,-0.00134274398132502,0.00073565630958842,0.000611283407728719,-0.000393259822904682,-0.000421664648645466,017 Transfers of a general character between different levels of government
2006,2007,-0.009785182371382,-0.000268278703205823,-0.00951690366817618,-0.00025233210697131,-0.000538741232394994,0.00050425235291221,0.000597819139699572,-0.000291633070926836,-0.000287643785524464,017 Transfers of a general character between different levels of government
2007,2008,-7.93489620322177e-05,-0.00275509491670041,0.00267574595466819,-0.00135074537364174,0.000680360135926546,-0.000714229649897977,2.99479628426168e-05,-0.000806680870145567,-0.000593747121784293,017 Transfers of a general character between different levels of government
2008,2009,-0.00416653245066712,0.00471897636979188,-0.008885508820459,0.000851611551290252,0.00238125612440509,8.76486273319568e-05,0.000659380529127875,0.000357858892000205,0.0003812206456365,017 Transfers of a general character between different levels of government
2009,2010,0.0157321421180175,0.0036162980344173,0.0121158440836002,0.00128594122062107,0.000850316334079719,0.000139394634492948,-4.01823418270764e-05,0.000704031133041682,0.000676797054008958,017 Transfers of a general character between different levels of government
2010,2011,0.00553272644775476,0.00335355290785881,0.00217917353989596,0.00146995670828898,0.000379837092975709,0.000148647153843862,-0.000291144652640279,0.000845921779951748,0.000800334825438789,017 Transfers of a general character between different levels of government
2011,2012,-0.0027615158763755,0.00345861886521307,-0.00622013474158856,0.00110596888600936,0.000455871102160792,0.000469296831339755,0.000523655479459348,0.000466625681891373,0.000437200884352443,017 Transfers of a general character between different levels of government
2012,2013,-0.00335940882368778,-0.00393677216782755,0.000577363344139771,-0.00116261396347074,-0.000365927870069653,-0.000876678944932851,-0.000413820358746012,-0.000676505665978156,-0.000441225364630142,017 Transfers of a general character between different levels of government
2013,2014,-0.0089372813279726,-0.00459108032569891,-0.00434620100227369,-0.00119414868816492,-0.000527519990972986,-0.00109182616524317,-0.000771960677110284,-0.000628901918124066,-0.000376722886083483,017 Transfers of a general character between different levels of government
2014,2015,0.00169216375709023,-0.0042564098841192,0.00594857364120943,-0.00110257963603035,-0.000686269394022794,-0.00087486371989108,-0.000598104648357328,-0.000608407013945278,-0.000386185471872363,017 Transfers of a general character between different levels of government
2015,2016,-0.00858635935454417,-0.00847446706837403,-0.000111892286170139,-0.00236231326823848,-0.00171175764983127,-0.00127815935927802,-0.000845006504027864,-0.00130471792778404,-0.000972512359214353,017 Transfers of a general character between different levels of government
2016,2017,-0.000700835052130395,-0.0025757705775229,0.00187493552539251,-0.000694279928577577,-0.00122993014449202,9.16654227488234e-05,0.000191641122605845,-0.000509993296033581,-0.000424873753774389,017 Transfers of a general character between different levels of government
2017,2018,-0.00185777172620933,0.0027751941437014,-0.00463296586991073,0.00102985171461157,-0.00101414739376608,0.00127071970871896,0.000915871970658792,0.00035748463405589,0.00021541350942227,017 Transfers of a general character between different levels of government
2018,2019,0.0018545148796795,0.00499775227324933,-0.00314323739356984,0.00179217444971565,-0.000945447406365423,0.00173202612462151,0.00113893843556632,0.000759071207135844,0.000520989462575432,017 Transfers of a general character between different levels of government
1999,2000,-0.025058368574256,-0.120358193348691,0.0952998247744346,-0.0131711768506032,-0.0573824235355098,-0.0193356382514129,-0.0136519739603035,-0.00914185856496543,-0.00767512218589575,019 General public services not elsewhere classified
2000,2001,0.031320828135245,-0.091676371158151,0.122997199293396,-0.0117104995737346,-0.0336275974812175,-0.0177009846428302,-0.0103576518205614,-0.0132117154041475,-0.00506792223565985,019 General public services not elsewhere classified
2001,2002,-0.147027939112002,0.0403934197298463,-0.187421358841849,-0.00603541050735016,0.00279003677281992,0.0144597477034654,0.0168809403017618,0.000419177170504386,0.011878928288645,019 General public services not elsewhere classified
2002,2003,-0.00762885757970655,0.0250600662950475,-0.032688923874754,-0.00435499477587901,0.00244630243918914,0.0064695371781939,0.00958637360693538,0.00117963400455907,0.00973321384204901,019 General public services not elsewhere classified
2003,2004,-0.0247018692450022,-0.0290015683816163,0.00429969913661409,-0.00728270860195322,-0.0137433915749939,-0.00547759162486532,-0.000465403519378806,-0.00487927859929973,0.00284680553887476,019 General public services not elsewhere classified
2004,2005,0.0507491900727898,-0.0204046710701499,0.0711538611429397,-0.0063568157988857,-0.00693337196264995,-0.00554730361032453,-0.000169358195571771,-0.00508009049687713,0.00368226899415914,019 General public services not elsewhere classified
2005,2006,-0.0188802541775536,-0.0498953476279933,0.0310150934504397,-0.00616981349898044,-0.0247620843452062,-0.0112632381766534,-0.00716928735291966,-0.00102019038596671,0.000489266131733141,019 General public services not elsewhere classified
2006,2007,0.0533350014579076,-0.021835021106468,0.0751700225643756,-0.00296687689374943,-0.0102564918682387,-0.00855206656276628,-0.00561733120569626,0.00216497932497891,0.0033927660990037,019 General public services not elsewhere classified
2007,2008,-0.0285630785561509,0.0747822184322011,-0.103345296988352,0.0068336450780601,0.0164677209752818,0.00819947431508558,0.00547881598783298,0.0220780750956681,0.0157244869802725,019 General public services not elsewhere classified
2008,2009,-0.0306315899800863,0.0813857627582392,-0.112017352738326,0.00847130751065327,0.0412728394266827,0.000809397956058001,0.00144756945837438,0.0143721898370383,0.0150124585694325,019 General public services not elsewhere classified
2009,2010,0.0353923764846789,-0.01720748079312,0.0525998572777989,-0.00568270867510783,0.00850695662240247,-0.00875555231096812,-0.0028858503447696,-0.0108278063668107,0.00243748028213381,019 General public services not elsewhere classified
2010,2011,-0.0361065693826503,-0.0493371133187502,0.0132305439360999,-0.0104145938257074,-0.00184257421437078,-0.01184604235914,-0.00415481235425351,-0.0194032316870464,-0.00167585887823211,019 General public services not elsewhere classified
2011,2012,0.0531128328250844,-0.043553014857471,0.0966658476825553,-0.00611539926273874,0.00237931704752874,-0.0150891620190166,-0.0100180130353864,-0.0130356072854607,-0.00167415030239737,019 General public services not elsewhere classified
2012,2013,-0.0300827163210811,-0.0082302578869486,-0.0218524584341325,-0.00394742751712393,-0.00601054981844897,-0.00119768411599311,-0.00124593490456321,0.000224952228557978,0.00394638624062264,019 General public services not elsewhere classified
2013,2014,0.00540498012050505,-0.0144604228833266,0.0198654030038316,-0.00602706981444141,-0.0096633247985841,-4.3463568962323e-06,0.000600208041998063,-0.00270051912100028,0.00333462916559741,019 General public services not elsewhere classified
2014,2015,-0.0220695352309401,-0.0245166809406286,0.0024471457096885,-0.00661310064135631,-0.0127136123141996,-0.00223990124273552,-0.00117330761742392,-0.00387138876774351,0.00209462964283019,019 General public services not elsewhere classified
2015,2016,-0.0110982295120665,-0.0353685205158305,0.0242702910037639,-0.00782197533290452,-0.0278269800652932,0.000321466011030673,-0.000669772168444104,-0.000681887583880962,0.00131062862366169,019 General public services not elsewhere classified
2016,2017,0.018914986226374,-0.0571874836134183,0.0761024698397923,-0.0078685082004362,-0.0230111175731309,-0.0106107712420672,-0.0077336146216807,-0.00627960672365336,-0.00168386525245002,019 General public services not elsewhere classified
2017,2018,-0.451452947468689,-0.101428143764016,-0.350024803704673,-0.0115493375512378,-0.0243678094977531,-0.0231448110039703,-0.0154858492412871,-0.0190146412606958,-0.00786569520907211,019 General public services not elsewhere classified
2018,2019,-0.0184850451583654,-0.122120407437702,0.103635362279337,-0.0136827320339003,-0.0256647614794546,-0.0283150494914143,-0.0183699830531154,-0.0253860758957217,-0.0107018054840959,019 General public services not elsewhere classified
1999,2000,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2000,2001,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2001,2002,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2002,2003,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2003,2004,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2004,2005,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2005,2006,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2006,2007,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2007,2008,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2008,2009,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2009,2010,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2010,2011,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2011,2012,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2012,2013,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2013,2014,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2014,2015,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2015,2016,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2016,2017,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2017,2018,0,0,0,0,0,0,0,0,0,021 Military and civil defence
2018,2019,0,0,0,0,0,0,0,0,0,021 Military and civil defence
1999,2000,-0.0330056721785337,0.0123818858462509,-0.0453875580247846,-0.000526610686129581,0.00867035210414439,-0.00634859898313184,-0.000621172249999109,0.000938032106996018,0.010269883554371,029 Defence not elsewhere classified
