"","date","series","value"
"1582",2000-03-31,"Cash Rate Target",5.5
"1583",2000-04-03,"Cash Rate Target",5.5
"1584",2000-04-04,"Cash Rate Target",5.5
"1585",2000-04-05,"Cash Rate Target",5.75
"1586",2000-04-06,"Cash Rate Target",5.75
"1587",2000-04-07,"Cash Rate Target",5.75
"1588",2000-04-10,"Cash Rate Target",5.75
"1589",2000-04-11,"Cash Rate Target",5.75
"1590",2000-04-12,"Cash Rate Target",5.75
"1591",2000-04-13,"Cash Rate Target",5.75
"1592",2000-04-14,"Cash Rate Target",5.75
"1593",2000-04-17,"Cash Rate Target",5.75
"1594",2000-04-18,"Cash Rate Target",5.75
"1595",2000-04-19,"Cash Rate Target",5.75
"1596",2000-04-20,"Cash Rate Target",5.75
"1597",2000-04-26,"Cash Rate Target",5.75
"1598",2000-04-27,"Cash Rate Target",5.75
"1599",2000-04-28,"Cash Rate Target",5.75
"1600",2000-05-01,"Cash Rate Target",5.75
"1601",2000-05-02,"Cash Rate Target",5.75
"1602",2000-05-03,"Cash Rate Target",6
"1603",2000-05-04,"Cash Rate Target",6
"1604",2000-05-05,"Cash Rate Target",6
"1605",2000-05-08,"Cash Rate Target",6
"1606",2000-05-09,"Cash Rate Target",6
"1607",2000-05-10,"Cash Rate Target",6
"1608",2000-05-11,"Cash Rate Target",6
"1609",2000-05-12,"Cash Rate Target",6
"1610",2000-05-15,"Cash Rate Target",6
"1611",2000-05-16,"Cash Rate Target",6
"1612",2000-05-17,"Cash Rate Target",6
"1613",2000-05-18,"Cash Rate Target",6
"1614",2000-05-19,"Cash Rate Target",6
"1615",2000-05-22,"Cash Rate Target",6
"1616",2000-05-23,"Cash Rate Target",6
"1617",2000-05-24,"Cash Rate Target",6
"1618",2000-05-25,"Cash Rate Target",6
"1619",2000-05-26,"Cash Rate Target",6
"1620",2000-05-29,"Cash Rate Target",6
"1621",2000-05-30,"Cash Rate Target",6
"1622",2000-05-31,"Cash Rate Target",6
"1623",2000-06-01,"Cash Rate Target",6
"1624",2000-06-02,"Cash Rate Target",6
"1625",2000-06-05,"Cash Rate Target",6
"1626",2000-06-06,"Cash Rate Target",6
"1627",2000-06-07,"Cash Rate Target",6
"1628",2000-06-08,"Cash Rate Target",6
"1629",2000-06-09,"Cash Rate Target",6
"1630",2000-06-13,"Cash Rate Target",6
"1631",2000-06-14,"Cash Rate Target",6
"1632",2000-06-15,"Cash Rate Target",6
"1633",2000-06-16,"Cash Rate Target",6
"1634",2000-06-19,"Cash Rate Target",6
"1635",2000-06-20,"Cash Rate Target",6
"1636",2000-06-21,"Cash Rate Target",6
"1637",2000-06-22,"Cash Rate Target",6
"1638",2000-06-23,"Cash Rate Target",6
"1639",2000-06-26,"Cash Rate Target",6
"1640",2000-06-27,"Cash Rate Target",6
"1641",2000-06-28,"Cash Rate Target",6
"1642",2000-06-29,"Cash Rate Target",6
"1643",2000-06-30,"Cash Rate Target",6
"1644",2000-07-03,"Cash Rate Target",6
"1645",2000-07-04,"Cash Rate Target",6
"1646",2000-07-05,"Cash Rate Target",6
"1647",2000-07-06,"Cash Rate Target",6
"1648",2000-07-07,"Cash Rate Target",6
"1649",2000-07-10,"Cash Rate Target",6
"1650",2000-07-11,"Cash Rate Target",6
"1651",2000-07-12,"Cash Rate Target",6
"1652",2000-07-13,"Cash Rate Target",6
"1653",2000-07-14,"Cash Rate Target",6
"1654",2000-07-17,"Cash Rate Target",6
"1655",2000-07-18,"Cash Rate Target",6
"1656",2000-07-19,"Cash Rate Target",6
"1657",2000-07-20,"Cash Rate Target",6
"1658",2000-07-21,"Cash Rate Target",6
"1659",2000-07-24,"Cash Rate Target",6
"1660",2000-07-25,"Cash Rate Target",6
"1661",2000-07-26,"Cash Rate Target",6
"1662",2000-07-27,"Cash Rate Target",6
"1663",2000-07-28,"Cash Rate Target",6
"1664",2000-07-31,"Cash Rate Target",6
"1665",2000-08-01,"Cash Rate Target",6
"1666",2000-08-02,"Cash Rate Target",6.25
"1667",2000-08-03,"Cash Rate Target",6.25
"1668",2000-08-04,"Cash Rate Target",6.25
"1669",2000-08-07,"Cash Rate Target",6.25
"1670",2000-08-08,"Cash Rate Target",6.25
"1671",2000-08-09,"Cash Rate Target",6.25
"1672",2000-08-10,"Cash Rate Target",6.25
"1673",2000-08-11,"Cash Rate Target",6.25
"1674",2000-08-14,"Cash Rate Target",6.25
"1675",2000-08-15,"Cash Rate Target",6.25
"1676",2000-08-16,"Cash Rate Target",6.25
"1677",2000-08-17,"Cash Rate Target",6.25
"1678",2000-08-18,"Cash Rate Target",6.25
"1679",2000-08-21,"Cash Rate Target",6.25
"1680",2000-08-22,"Cash Rate Target",6.25
"1681",2000-08-23,"Cash Rate Target",6.25
"1682",2000-08-24,"Cash Rate Target",6.25
"1683",2000-08-25,"Cash Rate Target",6.25
"1684",2000-08-28,"Cash Rate Target",6.25
"1685",2000-08-29,"Cash Rate Target",6.25
"1686",2000-08-30,"Cash Rate Target",6.25
"1687",2000-08-31,"Cash Rate Target",6.25
"1688",2000-09-01,"Cash Rate Target",6.25
"1689",2000-09-04,"Cash Rate Target",6.25
"1690",2000-09-05,"Cash Rate Target",6.25
"1691",2000-09-06,"Cash Rate Target",6.25
"1692",2000-09-07,"Cash Rate Target",6.25
"1693",2000-09-08,"Cash Rate Target",6.25
"1694",2000-09-11,"Cash Rate Target",6.25
"1695",2000-09-12,"Cash Rate Target",6.25
"1696",2000-09-13,"Cash Rate Target",6.25
"1697",2000-09-14,"Cash Rate Target",6.25
"1698",2000-09-15,"Cash Rate Target",6.25
"1699",2000-09-18,"Cash Rate Target",6.25
"1700",2000-09-19,"Cash Rate Target",6.25
"1701",2000-09-20,"Cash Rate Target",6.25
"1702",2000-09-21,"Cash Rate Target",6.25
"1703",2000-09-22,"Cash Rate Target",6.25
"1704",2000-09-25,"Cash Rate Target",6.25
"1705",2000-09-26,"Cash Rate Target",6.25
"1706",2000-09-27,"Cash Rate Target",6.25
"1707",2000-09-28,"Cash Rate Target",6.25
"1708",2000-09-29,"Cash Rate Target",6.25
"1709",2000-10-02,"Cash Rate Target",6.25
"1710",2000-10-03,"Cash Rate Target",6.25
"1711",2000-10-04,"Cash Rate Target",6.25
"1712",2000-10-05,"Cash Rate Target",6.25
"1713",2000-10-06,"Cash Rate Target",6.25
"1714",2000-10-09,"Cash Rate Target",6.25
"1715",2000-10-10,"Cash Rate Target",6.25
"1716",2000-10-11,"Cash Rate Target",6.25
"1717",2000-10-12,"Cash Rate Target",6.25
"1718",2000-10-13,"Cash Rate Target",6.25
"1719",2000-10-16,"Cash Rate Target",6.25
"1720",2000-10-17,"Cash Rate Target",6.25
"1721",2000-10-18,"Cash Rate Target",6.25
"1722",2000-10-19,"Cash Rate Target",6.25
"1723",2000-10-20,"Cash Rate Target",6.25
"1724",2000-10-23,"Cash Rate Target",6.25
"1725",2000-10-24,"Cash Rate Target",6.25
"1726",2000-10-25,"Cash Rate Target",6.25
"1727",2000-10-26,"Cash Rate Target",6.25
"1728",2000-10-27,"Cash Rate Target",6.25
"1729",2000-10-30,"Cash Rate Target",6.25
"1730",2000-10-31,"Cash Rate Target",6.25
"1731",2000-11-01,"Cash Rate Target",6.25
"1732",2000-11-02,"Cash Rate Target",6.25
"1733",2000-11-03,"Cash Rate Target",6.25
"1734",2000-11-06,"Cash Rate Target",6.25
"1735",2000-11-07,"Cash Rate Target",6.25
"1736",2000-11-08,"Cash Rate Target",6.25
"1737",2000-11-09,"Cash Rate Target",6.25
"1738",2000-11-10,"Cash Rate Target",6.25
"1739",2000-11-13,"Cash Rate Target",6.25
"1740",2000-11-14,"Cash Rate Target",6.25
"1741",2000-11-15,"Cash Rate Target",6.25
"1742",2000-11-16,"Cash Rate Target",6.25
"1743",2000-11-17,"Cash Rate Target",6.25
"1744",2000-11-20,"Cash Rate Target",6.25
"1745",2000-11-21,"Cash Rate Target",6.25
"1746",2000-11-22,"Cash Rate Target",6.25
"1747",2000-11-23,"Cash Rate Target",6.25
"1748",2000-11-24,"Cash Rate Target",6.25
"1749",2000-11-27,"Cash Rate Target",6.25
"1750",2000-11-28,"Cash Rate Target",6.25
"1751",2000-11-29,"Cash Rate Target",6.25
"1752",2000-11-30,"Cash Rate Target",6.25
"1753",2000-12-01,"Cash Rate Target",6.25
"1754",2000-12-04,"Cash Rate Target",6.25
"1755",2000-12-05,"Cash Rate Target",6.25
"1756",2000-12-06,"Cash Rate Target",6.25
"1757",2000-12-07,"Cash Rate Target",6.25
"1758",2000-12-08,"Cash Rate Target",6.25
"1759",2000-12-11,"Cash Rate Target",6.25
"1760",2000-12-12,"Cash Rate Target",6.25
"1761",2000-12-13,"Cash Rate Target",6.25
"1762",2000-12-14,"Cash Rate Target",6.25
"1763",2000-12-15,"Cash Rate Target",6.25
"1764",2000-12-18,"Cash Rate Target",6.25
"1765",2000-12-19,"Cash Rate Target",6.25
"1766",2000-12-20,"Cash Rate Target",6.25
"1767",2000-12-21,"Cash Rate Target",6.25
"1768",2000-12-22,"Cash Rate Target",6.25
"1769",2000-12-27,"Cash Rate Target",6.25
"1770",2000-12-28,"Cash Rate Target",6.25
"1771",2000-12-29,"Cash Rate Target",6.25
"1772",2001-01-02,"Cash Rate Target",6.25
"1773",2001-01-03,"Cash Rate Target",6.25
"1774",2001-01-04,"Cash Rate Target",6.25
"1775",2001-01-05,"Cash Rate Target",6.25
"1776",2001-01-08,"Cash Rate Target",6.25
"1777",2001-01-09,"Cash Rate Target",6.25
"1778",2001-01-10,"Cash Rate Target",6.25
"1779",2001-01-11,"Cash Rate Target",6.25
"1780",2001-01-12,"Cash Rate Target",6.25
"1781",2001-01-15,"Cash Rate Target",6.25
"1782",2001-01-16,"Cash Rate Target",6.25
"1783",2001-01-17,"Cash Rate Target",6.25
"1784",2001-01-18,"Cash Rate Target",6.25
"1785",2001-01-19,"Cash Rate Target",6.25
"1786",2001-01-22,"Cash Rate Target",6.25
"1787",2001-01-23,"Cash Rate Target",6.25
"1788",2001-01-24,"Cash Rate Target",6.25
"1789",2001-01-25,"Cash Rate Target",6.25
"1790",2001-01-29,"Cash Rate Target",6.25
"1791",2001-01-30,"Cash Rate Target",6.25
"1792",2001-01-31,"Cash Rate Target",6.25
"1793",2001-02-01,"Cash Rate Target",6.25
"1794",2001-02-02,"Cash Rate Target",6.25
"1795",2001-02-05,"Cash Rate Target",6.25
"1796",2001-02-06,"Cash Rate Target",6.25
"1797",2001-02-07,"Cash Rate Target",5.75
"1798",2001-02-08,"Cash Rate Target",5.75
"1799",2001-02-09,"Cash Rate Target",5.75
"1800",2001-02-12,"Cash Rate Target",5.75
"1801",2001-02-13,"Cash Rate Target",5.75
"1802",2001-02-14,"Cash Rate Target",5.75
"1803",2001-02-15,"Cash Rate Target",5.75
"1804",2001-02-16,"Cash Rate Target",5.75
"1805",2001-02-19,"Cash Rate Target",5.75
"1806",2001-02-20,"Cash Rate Target",5.75
"1807",2001-02-21,"Cash Rate Target",5.75
"1808",2001-02-22,"Cash Rate Target",5.75
"1809",2001-02-23,"Cash Rate Target",5.75
"1810",2001-02-26,"Cash Rate Target",5.75
"1811",2001-02-27,"Cash Rate Target",5.75
"1812",2001-02-28,"Cash Rate Target",5.75
"1813",2001-03-01,"Cash Rate Target",5.75
"1814",2001-03-02,"Cash Rate Target",5.75
"1815",2001-03-05,"Cash Rate Target",5.75
"1816",2001-03-06,"Cash Rate Target",5.75
"1817",2001-03-07,"Cash Rate Target",5.5
"1818",2001-03-08,"Cash Rate Target",5.5
"1819",2001-03-09,"Cash Rate Target",5.5
"1820",2001-03-12,"Cash Rate Target",5.5
"1821",2001-03-13,"Cash Rate Target",5.5
"1822",2001-03-14,"Cash Rate Target",5.5
"1823",2001-03-15,"Cash Rate Target",5.5
"1824",2001-03-16,"Cash Rate Target",5.5
"1825",2001-03-19,"Cash Rate Target",5.5
"1826",2001-03-20,"Cash Rate Target",5.5
"1827",2001-03-21,"Cash Rate Target",5.5
"1828",2001-03-22,"Cash Rate Target",5.5
"1829",2001-03-23,"Cash Rate Target",5.5
"1830",2001-03-26,"Cash Rate Target",5.5
"1831",2001-03-27,"Cash Rate Target",5.5
"1832",2001-03-28,"Cash Rate Target",5.5
"1833",2001-03-29,"Cash Rate Target",5.5
"1834",2001-03-30,"Cash Rate Target",5.5
"1835",2001-04-02,"Cash Rate Target",5.5
"1836",2001-04-03,"Cash Rate Target",5.5
"1837",2001-04-04,"Cash Rate Target",5
"1838",2001-04-05,"Cash Rate Target",5
"1839",2001-04-06,"Cash Rate Target",5
"1840",2001-04-09,"Cash Rate Target",5
"1841",2001-04-10,"Cash Rate Target",5
"1842",2001-04-11,"Cash Rate Target",5
"1843",2001-04-12,"Cash Rate Target",5
"1844",2001-04-17,"Cash Rate Target",5
"1845",2001-04-18,"Cash Rate Target",5
"1846",2001-04-19,"Cash Rate Target",5
"1847",2001-04-20,"Cash Rate Target",5
"1848",2001-04-23,"Cash Rate Target",5
"1849",2001-04-24,"Cash Rate Target",5
"1850",2001-04-26,"Cash Rate Target",5
"1851",2001-04-27,"Cash Rate Target",5
"1852",2001-04-30,"Cash Rate Target",5
"1853",2001-05-01,"Cash Rate Target",5
"1854",2001-05-02,"Cash Rate Target",5
"1855",2001-05-03,"Cash Rate Target",5
"1856",2001-05-04,"Cash Rate Target",5
"1857",2001-05-07,"Cash Rate Target",5
"1858",2001-05-08,"Cash Rate Target",5
"1859",2001-05-09,"Cash Rate Target",5
"1860",2001-05-10,"Cash Rate Target",5
"1861",2001-05-11,"Cash Rate Target",5
"1862",2001-05-14,"Cash Rate Target",5
"1863",2001-05-15,"Cash Rate Target",5
"1864",2001-05-16,"Cash Rate Target",5
"1865",2001-05-17,"Cash Rate Target",5
"1866",2001-05-18,"Cash Rate Target",5
"1867",2001-05-21,"Cash Rate Target",5
"1868",2001-05-22,"Cash Rate Target",5
"1869",2001-05-23,"Cash Rate Target",5
"1870",2001-05-24,"Cash Rate Target",5
"1871",2001-05-25,"Cash Rate Target",5
"1872",2001-05-28,"Cash Rate Target",5
"1873",2001-05-29,"Cash Rate Target",5
"1874",2001-05-30,"Cash Rate Target",5
"1875",2001-05-31,"Cash Rate Target",5
"1876",2001-06-01,"Cash Rate Target",5
"1877",2001-06-04,"Cash Rate Target",5
"1878",2001-06-05,"Cash Rate Target",5
"1879",2001-06-06,"Cash Rate Target",5
"1880",2001-06-07,"Cash Rate Target",5
"1881",2001-06-08,"Cash Rate Target",5
"1882",2001-06-12,"Cash Rate Target",5
"1883",2001-06-13,"Cash Rate Target",5
"1884",2001-06-14,"Cash Rate Target",5
"1885",2001-06-15,"Cash Rate Target",5
"1886",2001-06-18,"Cash Rate Target",5
"1887",2001-06-19,"Cash Rate Target",5
"1888",2001-06-20,"Cash Rate Target",5
"1889",2001-06-21,"Cash Rate Target",5
"1890",2001-06-22,"Cash Rate Target",5
"1891",2001-06-25,"Cash Rate Target",5
"1892",2001-06-26,"Cash Rate Target",5
"1893",2001-06-27,"Cash Rate Target",5
"1894",2001-06-28,"Cash Rate Target",5
"1895",2001-06-29,"Cash Rate Target",5
"1896",2001-07-02,"Cash Rate Target",5
"1897",2001-07-03,"Cash Rate Target",5
"1898",2001-07-04,"Cash Rate Target",5
"1899",2001-07-05,"Cash Rate Target",5
"1900",2001-07-06,"Cash Rate Target",5
"1901",2001-07-09,"Cash Rate Target",5
"1902",2001-07-10,"Cash Rate Target",5
"1903",2001-07-11,"Cash Rate Target",5
"1904",2001-07-12,"Cash Rate Target",5
"1905",2001-07-13,"Cash Rate Target",5
"1906",2001-07-16,"Cash Rate Target",5
"1907",2001-07-17,"Cash Rate Target",5
"1908",2001-07-18,"Cash Rate Target",5
"1909",2001-07-19,"Cash Rate Target",5
"1910",2001-07-20,"Cash Rate Target",5
"1911",2001-07-23,"Cash Rate Target",5
"1912",2001-07-24,"Cash Rate Target",5
"1913",2001-07-25,"Cash Rate Target",5
"1914",2001-07-26,"Cash Rate Target",5
"1915",2001-07-27,"Cash Rate Target",5
"1916",2001-07-30,"Cash Rate Target",5
"1917",2001-07-31,"Cash Rate Target",5
"1918",2001-08-01,"Cash Rate Target",5
"1919",2001-08-02,"Cash Rate Target",5
"1920",2001-08-03,"Cash Rate Target",5
"1921",2001-08-06,"Cash Rate Target",5
"1922",2001-08-07,"Cash Rate Target",5
"1923",2001-08-08,"Cash Rate Target",5
"1924",2001-08-09,"Cash Rate Target",5
"1925",2001-08-10,"Cash Rate Target",5
"1926",2001-08-13,"Cash Rate Target",5
"1927",2001-08-14,"Cash Rate Target",5
"1928",2001-08-15,"Cash Rate Target",5
"1929",2001-08-16,"Cash Rate Target",5
"1930",2001-08-17,"Cash Rate Target",5
"1931",2001-08-20,"Cash Rate Target",5
"1932",2001-08-21,"Cash Rate Target",5
"1933",2001-08-22,"Cash Rate Target",5
"1934",2001-08-23,"Cash Rate Target",5
"1935",2001-08-24,"Cash Rate Target",5
"1936",2001-08-27,"Cash Rate Target",5
"1937",2001-08-28,"Cash Rate Target",5
"1938",2001-08-29,"Cash Rate Target",5
"1939",2001-08-30,"Cash Rate Target",5
"1940",2001-08-31,"Cash Rate Target",5
"1941",2001-09-03,"Cash Rate Target",5
"1942",2001-09-04,"Cash Rate Target",5
"1943",2001-09-05,"Cash Rate Target",4.75
"1944",2001-09-06,"Cash Rate Target",4.75
"1945",2001-09-07,"Cash Rate Target",4.75
"1946",2001-09-10,"Cash Rate Target",4.75
"1947",2001-09-11,"Cash Rate Target",4.75
"1948",2001-09-12,"Cash Rate Target",4.75
"1949",2001-09-13,"Cash Rate Target",4.75
"1950",2001-09-14,"Cash Rate Target",4.75
"1951",2001-09-17,"Cash Rate Target",4.75
"1952",2001-09-18,"Cash Rate Target",4.75
"1953",2001-09-19,"Cash Rate Target",4.75
"1954",2001-09-20,"Cash Rate Target",4.75
"1955",2001-09-21,"Cash Rate Target",4.75
"1956",2001-09-24,"Cash Rate Target",4.75
"1957",2001-09-25,"Cash Rate Target",4.75
"1958",2001-09-26,"Cash Rate Target",4.75
"1959",2001-09-27,"Cash Rate Target",4.75
"1960",2001-09-28,"Cash Rate Target",4.75
"1961",2001-10-01,"Cash Rate Target",4.75
"1962",2001-10-02,"Cash Rate Target",4.75
"1963",2001-10-03,"Cash Rate Target",4.5
"1964",2001-10-04,"Cash Rate Target",4.5
"1965",2001-10-05,"Cash Rate Target",4.5
"1966",2001-10-08,"Cash Rate Target",4.5
"1967",2001-10-09,"Cash Rate Target",4.5
"1968",2001-10-10,"Cash Rate Target",4.5
"1969",2001-10-11,"Cash Rate Target",4.5
"1970",2001-10-12,"Cash Rate Target",4.5
"1971",2001-10-15,"Cash Rate Target",4.5
"1972",2001-10-16,"Cash Rate Target",4.5
"1973",2001-10-17,"Cash Rate Target",4.5
"1974",2001-10-18,"Cash Rate Target",4.5
"1975",2001-10-19,"Cash Rate Target",4.5
"1976",2001-10-22,"Cash Rate Target",4.5
"1977",2001-10-23,"Cash Rate Target",4.5
"1978",2001-10-24,"Cash Rate Target",4.5
"1979",2001-10-25,"Cash Rate Target",4.5
"1980",2001-10-26,"Cash Rate Target",4.5
"1981",2001-10-29,"Cash Rate Target",4.5
"1982",2001-10-30,"Cash Rate Target",4.5
"1983",2001-10-31,"Cash Rate Target",4.5
"1984",2001-11-01,"Cash Rate Target",4.5
"1985",2001-11-02,"Cash Rate Target",4.5
"1986",2001-11-05,"Cash Rate Target",4.5
"1987",2001-11-06,"Cash Rate Target",4.5
"1988",2001-11-07,"Cash Rate Target",4.5
"1989",2001-11-08,"Cash Rate Target",4.5
"1990",2001-11-09,"Cash Rate Target",4.5
"1991",2001-11-12,"Cash Rate Target",4.5
"1992",2001-11-13,"Cash Rate Target",4.5
"1993",2001-11-14,"Cash Rate Target",4.5
"1994",2001-11-15,"Cash Rate Target",4.5
"1995",2001-11-16,"Cash Rate Target",4.5
"1996",2001-11-19,"Cash Rate Target",4.5
"1997",2001-11-20,"Cash Rate Target",4.5
"1998",2001-11-21,"Cash Rate Target",4.5
"1999",2001-11-22,"Cash Rate Target",4.5
"2000",2001-11-23,"Cash Rate Target",4.5
"2001",2001-11-26,"Cash Rate Target",4.5
"2002",2001-11-27,"Cash Rate Target",4.5
"2003",2001-11-28,"Cash Rate Target",4.5
"2004",2001-11-29,"Cash Rate Target",4.5
"2005",2001-11-30,"Cash Rate Target",4.5
"2006",2001-12-03,"Cash Rate Target",4.5
"2007",2001-12-04,"Cash Rate Target",4.5
"2008",2001-12-05,"Cash Rate Target",4.25
"2009",2001-12-06,"Cash Rate Target",4.25
"2010",2001-12-07,"Cash Rate Target",4.25
"2011",2001-12-10,"Cash Rate Target",4.25
"2012",2001-12-11,"Cash Rate Target",4.25
"2013",2001-12-12,"Cash Rate Target",4.25
"2014",2001-12-13,"Cash Rate Target",4.25
"2015",2001-12-14,"Cash Rate Target",4.25
"2016",2001-12-17,"Cash Rate Target",4.25
"2017",2001-12-18,"Cash Rate Target",4.25
"2018",2001-12-19,"Cash Rate Target",4.25
"2019",2001-12-20,"Cash Rate Target",4.25
"2020",2001-12-21,"Cash Rate Target",4.25
"2021",2001-12-24,"Cash Rate Target",4.25
"2022",2001-12-27,"Cash Rate Target",4.25
"2023",2001-12-28,"Cash Rate Target",4.25
"2024",2001-12-31,"Cash Rate Target",4.25
"2025",2002-01-02,"Cash Rate Target",4.25
"2026",2002-01-03,"Cash Rate Target",4.25
"2027",2002-01-04,"Cash Rate Target",4.25
"2028",2002-01-07,"Cash Rate Target",4.25
"2029",2002-01-08,"Cash Rate Target",4.25
"2030",2002-01-09,"Cash Rate Target",4.25
"2031",2002-01-10,"Cash Rate Target",4.25
"2032",2002-01-11,"Cash Rate Target",4.25
"2033",2002-01-14,"Cash Rate Target",4.25
"2034",2002-01-15,"Cash Rate Target",4.25
"2035",2002-01-16,"Cash Rate Target",4.25
"2036",2002-01-17,"Cash Rate Target",4.25
"2037",2002-01-18,"Cash Rate Target",4.25
"2038",2002-01-21,"Cash Rate Target",4.25
"2039",2002-01-22,"Cash Rate Target",4.25
"2040",2002-01-23,"Cash Rate Target",4.25
"2041",2002-01-24,"Cash Rate Target",4.25
"2042",2002-01-25,"Cash Rate Target",4.25
"2043",2002-01-29,"Cash Rate Target",4.25
"2044",2002-01-30,"Cash Rate Target",4.25
"2045",2002-01-31,"Cash Rate Target",4.25
"2046",2002-02-01,"Cash Rate Target",4.25
"2047",2002-02-04,"Cash Rate Target",4.25
"2048",2002-02-05,"Cash Rate Target",4.25
"2049",2002-02-06,"Cash Rate Target",4.25
"2050",2002-02-07,"Cash Rate Target",4.25
"2051",2002-02-08,"Cash Rate Target",4.25
"2052",2002-02-11,"Cash Rate Target",4.25
"2053",2002-02-12,"Cash Rate Target",4.25
"2054",2002-02-13,"Cash Rate Target",4.25
"2055",2002-02-14,"Cash Rate Target",4.25
"2056",2002-02-15,"Cash Rate Target",4.25
"2057",2002-02-18,"Cash Rate Target",4.25
"2058",2002-02-19,"Cash Rate Target",4.25
"2059",2002-02-20,"Cash Rate Target",4.25
"2060",2002-02-21,"Cash Rate Target",4.25
"2061",2002-02-22,"Cash Rate Target",4.25
"2062",2002-02-25,"Cash Rate Target",4.25
"2063",2002-02-26,"Cash Rate Target",4.25
"2064",2002-02-27,"Cash Rate Target",4.25
"2065",2002-02-28,"Cash Rate Target",4.25
"2066",2002-03-01,"Cash Rate Target",4.25
"2067",2002-03-04,"Cash Rate Target",4.25
"2068",2002-03-05,"Cash Rate Target",4.25
"2069",2002-03-06,"Cash Rate Target",4.25
"2070",2002-03-07,"Cash Rate Target",4.25
"2071",2002-03-08,"Cash Rate Target",4.25
"2072",2002-03-11,"Cash Rate Target",4.25
"2073",2002-03-12,"Cash Rate Target",4.25
"2074",2002-03-13,"Cash Rate Target",4.25
"2075",2002-03-14,"Cash Rate Target",4.25
"2076",2002-03-15,"Cash Rate Target",4.25
"2077",2002-03-18,"Cash Rate Target",4.25
"2078",2002-03-19,"Cash Rate Target",4.25
"2079",2002-03-20,"Cash Rate Target",4.25
"2080",2002-03-21,"Cash Rate Target",4.25
"2081",2002-03-22,"Cash Rate Target",4.25
"2082",2002-03-25,"Cash Rate Target",4.25
"2083",2002-03-26,"Cash Rate Target",4.25
"2084",2002-03-27,"Cash Rate Target",4.25
"2085",2002-03-28,"Cash Rate Target",4.25
"2086",2002-04-02,"Cash Rate Target",4.25
"2087",2002-04-03,"Cash Rate Target",4.25
"2088",2002-04-04,"Cash Rate Target",4.25
"2089",2002-04-05,"Cash Rate Target",4.25
"2090",2002-04-08,"Cash Rate Target",4.25
"2091",2002-04-09,"Cash Rate Target",4.25
"2092",2002-04-10,"Cash Rate Target",4.25
"2093",2002-04-11,"Cash Rate Target",4.25
"2094",2002-04-12,"Cash Rate Target",4.25
"2095",2002-04-15,"Cash Rate Target",4.25
"2096",2002-04-16,"Cash Rate Target",4.25
"2097",2002-04-17,"Cash Rate Target",4.25
"2098",2002-04-18,"Cash Rate Target",4.25
"2099",2002-04-19,"Cash Rate Target",4.25
"2100",2002-04-22,"Cash Rate Target",4.25
"2101",2002-04-23,"Cash Rate Target",4.25
"2102",2002-04-24,"Cash Rate Target",4.25
"2103",2002-04-26,"Cash Rate Target",4.25
"2104",2002-04-29,"Cash Rate Target",4.25
"2105",2002-04-30,"Cash Rate Target",4.25
"2106",2002-05-01,"Cash Rate Target",4.25
"2107",2002-05-02,"Cash Rate Target",4.25
"2108",2002-05-03,"Cash Rate Target",4.25
"2109",2002-05-06,"Cash Rate Target",4.25
"2110",2002-05-07,"Cash Rate Target",4.25
"2111",2002-05-08,"Cash Rate Target",4.5
"2112",2002-05-09,"Cash Rate Target",4.5
"2113",2002-05-10,"Cash Rate Target",4.5
"2114",2002-05-13,"Cash Rate Target",4.5
"2115",2002-05-14,"Cash Rate Target",4.5
"2116",2002-05-15,"Cash Rate Target",4.5
"2117",2002-05-16,"Cash Rate Target",4.5
"2118",2002-05-17,"Cash Rate Target",4.5
"2119",2002-05-20,"Cash Rate Target",4.5
"2120",2002-05-21,"Cash Rate Target",4.5
"2121",2002-05-22,"Cash Rate Target",4.5
"2122",2002-05-23,"Cash Rate Target",4.5
"2123",2002-05-24,"Cash Rate Target",4.5
"2124",2002-05-27,"Cash Rate Target",4.5
"2125",2002-05-28,"Cash Rate Target",4.5
"2126",2002-05-29,"Cash Rate Target",4.5
"2127",2002-05-30,"Cash Rate Target",4.5
"2128",2002-05-31,"Cash Rate Target",4.5
"2129",2002-06-03,"Cash Rate Target",4.5
"2130",2002-06-04,"Cash Rate Target",4.5
"2131",2002-06-05,"Cash Rate Target",4.75
"2132",2002-06-06,"Cash Rate Target",4.75
"2133",2002-06-07,"Cash Rate Target",4.75
"2134",2002-06-11,"Cash Rate Target",4.75
"2135",2002-06-12,"Cash Rate Target",4.75
"2136",2002-06-13,"Cash Rate Target",4.75
"2137",2002-06-14,"Cash Rate Target",4.75
"2138",2002-06-17,"Cash Rate Target",4.75
"2139",2002-06-18,"Cash Rate Target",4.75
"2140",2002-06-19,"Cash Rate Target",4.75
"2141",2002-06-20,"Cash Rate Target",4.75
"2142",2002-06-21,"Cash Rate Target",4.75
"2143",2002-06-24,"Cash Rate Target",4.75
"2144",2002-06-25,"Cash Rate Target",4.75
"2145",2002-06-26,"Cash Rate Target",4.75
"2146",2002-06-27,"Cash Rate Target",4.75
"2147",2002-06-28,"Cash Rate Target",4.75
"2148",2002-07-01,"Cash Rate Target",4.75
"2149",2002-07-02,"Cash Rate Target",4.75
"2150",2002-07-03,"Cash Rate Target",4.75
"2151",2002-07-04,"Cash Rate Target",4.75
"2152",2002-07-05,"Cash Rate Target",4.75
"2153",2002-07-08,"Cash Rate Target",4.75
"2154",2002-07-09,"Cash Rate Target",4.75
