EE,EU,UE,EN,UU,UN,NE,NU,NN,EU_j2j,EU_inv,EU_vol,EMP,UNEMP,NILF,AGE_rb,date,,urate,jf rate,sep rate,vol sep sh,urate impl,urate impl w/o,,,,urate,jf rate,sep rate,vol sep sh,implied urate,urate w/out vol seps,,,urate impl,urate impl w/o,,,,
767002.3202,8303.521497,39523.72969,41110.93353,45958.50227,26685.80795,41769.43157,36892.40425,264972.441,2606.676353,5851.570939,3332.814791,1759158.362,236710.8616,769284.7768,15-24,2005.083333,,0.118600387,0.166970495,0.011422839,0.295576722,0.064031762,0.045975612,,,,,,,,,,,,0.064031762,0.045975612,0.050383767,0.026992464,0.031724675,0.024517967
889066.7304,6120.177844,26388.09811,29124.68274,47913.46259,20492.53202,34126.50987,20309.80216,325012.3712,3289.696134,4981.680414,1582.756899,1753035.581,203738.703,819170.7163,15-24,2005.333333,,0.104119675,0.129519319,0.009112371,0.305018035,0.065730796,0.046616332,,,,,,,,,,,,0.065730796,0.046616332,0.042430948,0.023707364,0.033537168,0.025141011
834176.1901,5716.20773,21364.82489,40333.52838,43156.21206,21392.69073,29981.89268,27631.76463,345633.87,3555.278324,4034.913852,2587.460557,1731031.622,184739.791,871534.5869,15-24,2005.583333,,0.09643102,0.115648203,0.009181727,0.386485014,0.073553893,0.046446781,,,,,,,,,,,,0.073553893,0.046446781,0.047498001,0.029642119,0.029033234,0.021977437
820095.3997,10346.20542,27009.22862,46898.13604,57365.23356,30482.09574,49921.82495,39198.93882,282566.1385,1478.937169,4290.929504,2621.22332,1789888.868,243968.0563,780031.0754,15-24,2006.083333,,0.119953402,0.110708053,0.010468413,0.218823496,0.086389817,0.068786035,,,,,,,,,,,,0.086389817,0.068786035,0.031930362,0.017752043,0.032155057,0.023811971
876819.7553,3683.458449,20860.37833,36894.53553,47262.4137,28938.13027,29670.69204,24427.76262,336079.2967,3184.779721,4893.769259,1803.715784,1773428.278,195631.135,854507.5871,15-24,2006.333333,,0.099352581,0.106631178,0.007649434,0.367727944,0.066935539,0.043389462,,,,,,,,,,,,0.066935539,0.043389462,0.037566113,0.022915907,0.025619199,0.021645824
834347.1771,6297.092496,17292.93609,44899.05319,41039.33974,25548.78762,37768.61747,33574.78175,353462.4539,3053.468072,3884.483486,1811.582665,1771154.383,182904.8437,880901.773,15-24,2006.583333,,0.093602508,0.094546081,0.008495378,0.323331656,0.082446216,0.057316662,,,,,,,,,,,,0.082446216,0.057316662,0.043206451,0.027107,0.03755652,0.029280514
1016084.923,12177.78487,24791.63249,69995.13058,48725.74231,25642.67386,51280.14537,33085.48334,398117.4069,7161.754073,4254.291594,3800.783625,1952429.567,197549.487,965536.7526,15-24,2006.833333,,0.091884377,0.125495808,0.014031038,0.400171276,0.100561567,0.062848872,,,,,,,,,,,,0.100561567,0.062848872,0.023344125,0.013928626,0.024207447,0.018480385
1570815.918,19352.07777,56552.98139,107368.7101,85641.76324,49795.73355,105754.6581,70755.70815,537062.9711,6480.633003,9239.374058,7720.78671,2625378.441,312579.5442,1118044.885,15-24,2007.083333,,0.10639347,0.180923488,0.016299696,0.331864145,0.082645945,0.056775925,,,,,,,,,,,,0.082645945,0.056775925,0.064976613,0.042571905,0.035941785,0.02882481
2413050.659,23687.45767,61537.61382,123870.0657,121487.966,70426.64827,117115.5281,78452.68931,882964.6298,8911.249319,10456.55628,5755.111411,3425510.823,334318.9159,1526935.022,15-24,2007.333333,,0.088918632,0.184068597,0.014249079,0.300476299,0.071849768,0.051369643,,,,,,,,,,,,0.071849768,0.051369643,0.062116757,0.046837732,0.036892437,0.030444752
1767791.726,14372.20219,37261.09494,97655.81559,73261.99528,39762.313,77339.76792,59040.12883,701276.9475,8960.474936,6116.110229,3927.352016,2763072.435,268104.4783,1327440.056,15-24,2007.583333,,0.088448971,0.138979756,0.012079357,0.386138936,0.07996444,0.050651027,,,,,,,,,,,,0.07996444,0.050651027,0.037900456,0.023858683,0.039984033,0.0315498
1368736.175,14474.9238,39354.07332,95291.79498,56568.09691,45638.70698,67848.91409,47132.83821,524519.2592,4429.123741,7728.968987,5747.749575,2347185.869,232354.4531,1115792.126,15-24,2007.833333,,0.090075914,0.169370859,0.01379557,0.314287602,0.07531713,0.052898052,,,,,,,,,,,,0.07531713,0.052898052,0.04898981,0.031709546,0.03597922,0.028716751
1672818.799,21764.54403,52915.90217,107162.8694,69062.72136,62700.42049,93552.49615,67774.15784,541156.5683,7281.591745,8605.434847,8771.912288,2691259.426,269344.153,1106016.238,15-24,2008.083333,,0.090976095,0.196462042,0.017249724,0.345805679,0.080714902,0.054319375,,,,,,,,,,,,0.080714902,0.054319375,0.037653457,0.024417295,0.03842832,0.029380088
2608309.608,29353.30767,74276.68103,149353.2134,123875.6506,76175.49629,113919.0097,78463.9816,945319.9819,9346.211462,12093.1094,8329.879124,3493275.667,346766.042,1551605.104,15-24,2008.333333,,0.090302676,0.214198255,0.016924661,0.298973966,0.073227967,0.052483752,,,,,,,,,,,,0.073227967,0.052483752,0.045362948,0.025885034,0.02834482,0.02272553
1431185.45,5825.272861,29988.38397,84680.69397,50900.24857,40009.50117,69816.10966,39217.38693,564019.5281,7460.019918,6547.680269,4047.106696,2889153.668,226872.9918,1407412.661,15-24,2008.583333,,0.072808424,0.132181375,0.008265424,0.481871365,0.058850924,0.031382306,,,,,,,,,,,,0.058850924,0.031382306,0.034382915,0.02194207,0.032892024,0.024353317
1470640.448,9318.641622,30951.48627,84241.0662,54864.40492,47443.31504,58064.76848,44646.47119,562461.1413,7545.916848,11295.22545,4155.326648,2409609.006,223080.8395,1202928.561,15-24,2008.833333,,0.084734949,0.138745606,0.013410935,0.362098204,0.088139065,0.058077615,,,,,,,,,,,,0.088139065,0.058077615,0.045068638,0.026263872,0.033508693,0.026834667
1591473.637,18830.5767,48904.25874,97280.73889,100780.1814,57825.36085,95840.13617,75599.25392,597210.4086,8403.483474,13464.29,6196.892936,2689794.995,375330.9672,1203790.6,15-24,2009.083333,,0.122452053,0.13029636,0.017434505,0.311340244,0.118015315,0.08437249,,,,,,,,,,,,0.118015315,0.08437249,0.037066456,0.020637654,0.029502364,0.022147545
2392668.22,31149.9795,64738.74368,120405.7744,181442.1953,96902.12921,100952.405,97741.10022,972119.2338,4890.530171,17434.4782,9468.803513,3374849.723,456931.0167,1687255.721,15-24,2009.333333,,0.119247694,0.141681657,0.018650843,0.228129469,0.116326027,0.092236345,,,,,,,,,,,,0.116326027,0.092236345,0.04492738,0.032648106,0.050789,0.042548756
1760447.207,15936.04313,36824.35492,94061.60255,121468.0808,70260.66248,79106.84808,73101.58813,831181.96,4819.320271,10846.34,6894.202888,2730730.498,343872.8092,1529353.402,15-24,2009.583333,,0.111842984,0.107087138,0.014097292,0.304279709,0.116329238,0.083902476,,,,,,,,,,,,0.116329238,0.083902476,0.037506295,0.023217247,0.04104235,0.029557212
1313921.375,13480.39001,38048.86991,68358.27092,78259.34902,48467.99824,53307.88729,54074.83546,600631.5702,5430.231419,5833.943208,4590.930595,2293146.119,265072.9735,1231481.306,15-24,2009.833333,,0.103616213,0.143541114,0.012792685,0.341605347,0.081829296,0.055425292,,,,,,,,,,,,0.081829296,0.055425292,0.034371713,0.020560841,0.038263818,0.027943352
1653137.635,27667.91998,53597.73381,92447.62511,114113.6523,65089.26547,90159.13263,77152.39791,624679.3463,3681.181162,12332.16185,9087.554078,2673659.963,389026.8824,1262899.081,15-24,2010.083333,,0.127021436,0.137773856,0.019736548,0.241975014,0.125303136,0.097952861,,,,,,,,,,,,0.125303136,0.097952861,0.053338479,0.035012469,0.030280109,0.023293088
2441986.051,26569.40333,76106.18866,127045.141,169900.8596,94795.1975,107532.1266,88334.07836,1016826.421,8279.616848,15768.57877,8091.450486,3385682.285,423700.9216,1764639.648,15-24,2010.333333,,0.111225597,0.179622429,0.017340389,0.278850833,0.088038898,0.065087047,,,,,,,,,,,,0.088038898,0.065087047,0.049092203,0.03276285,0.027467817,0.021642546
1742984.901,11821.28943,40639.12582,106568.1931,114522.5868,58996.36822,74521.51313,66971.28511,851980.8903,8577.920388,6497.118461,8665.911021,2731612.628,332334.9501,1551343.457,15-24,2010.583333,,0.108466265,0.122283635,0.013018771,0.484891608,0.096219804,0.051989248,,,,,,,,,,,,0.096219804,0.051989248,0.037552459,0.020571683,0.034432522,0.026589255
1376043.143,12575.91176,40930.42915,82255.09108,87943.71372,54811.34931,58174.01555,50850.19062,619881.207,7794.119378,4018.782093,2417.22084,2316588.452,275604.4271,1266400.422,15-24,2010.833333,,0.106320957,0.148511508,0.011571341,0.380934389,0.07228345,0.046015239,,,,,,,,,,,,0.07228345,0.046015239,0.05388046,0.041047913,0.041907653,0.030394025
1591250.792,23835.30386,58186.86258,101839.9573,129070.7236,69044.95524,85596.30109,82752.17462,626247.3636,8209.291204,7978.454527,9968.367895,2647253.867,393256.7593,1256879.959,15-24,2011.083333,,0.129339051,0.147961507,0.018884255,0.363615597,0.113183907,0.075120072,,,,,,,,,,,,0.113183907,0.075120072,0.055930138,0.04183756,0.031597351,0.024416936
2377203.754,18185.14785,66833.27789,105237.6049,166359.3682,87865.61666,103564.0736,84099.63124,1055941.644,5994.920812,15804.11455,9808.783783,3384198.547,416562.3019,1759583.124,15-24,2011.333333,,0.109599714,0.160440053,0.01471337,0.317388289,0.084002757,0.058911946,,,,,,,,,,,,0.084002757,0.058911946,0.092513949,0.064445621,0.0360114,0.026212187
1730967.29,14304.48836,39014.67499,92630.96795,112549.168,56681.96312,84426.55779,63371.92236,846392.6368,7779.638312,7051.162914,4789.47295,2732895.017,324911.2499,1533552.982,15-24,2011.583333,,0.106256323,0.120077944,0.012413489,0.370499609,0.093692768,0.061100628,,,,,,,,,,,,0.093692768,0.061100628,0.047106422,0.030507441,0.025720939,0.016077491
1332440.248,14087.02989,32596.06143,84006.29225,79136.85557,53004.21859,60386.156,60689.37024,645929.2619,5864.268123,7493.728811,4327.485216,2279261.145,279043.0963,1294212.731,15-24,2011.833333,,0.10907346,0.116813718,0.01393983,0.320772664,0.106611483,0.074977519,,,,,,,,,,,,0.106611483,0.074977519,0.03627243,0.019387324,0.031572809,0.023274952
1557623.249,24290.49962,48838.66179,103992.1492,110160.753,55927.44542,91181.35624,85242.82339,650799.3343,6890.604631,8109.39965,10364.05401,2593584.987,405863.4006,1313999.176,15-24,2012.083333,,0.13531268,0.120332757,0.019145144,0.347493954,0.13726292,0.09405093,,,,,,,,,,,,0.13726292,0.09405093,0.045515986,0.028352562,,
2366607.468,32719.53421,53063.45395,117565.8035,163296.8884,90441.05851,130637.9828,110099.7307,1047689.338,8081.152311,9436.734167,8055.794397,3411901.323,457574.1686,1759501.675,15-24,2012.333333,,0.118252246,0.115966891,0.017085258,0.276823755,0.128410238,0.096285909,,,,,,,,,,,,0.128410238,0.096285909,0.057941696,0.043497385,,
1749581.735,16503.96989,42368.12487,107033.7828,126070.8162,61055.60093,90420.8881,70686.94051,897365.9451,3499.573511,4513.077525,7233.017737,2699749.892,328056.2753,1597999.854,15-24,2012.583333,,0.108347846,0.129148954,0.011760215,0.338038217,0.083459543,0.056850936,,,,,,,,,,,,0.083459543,0.056850936,0.055023562,0.04360061,,
1362120.236,12230.89992,42127.12643,85390.61826,83580.20333,59254.60488,67892.56067,55742.69312,665057.8455,2415.918646,6580.666606,2679.148271,2304606.429,268241.7918,1322669.815,15-24,2012.833333,,0.104258693,0.157049079,0.010373413,0.213123564,0.061959492,0.049406884,,,,,,,,,,,,0.061959492,0.049406884,0.044250464,0.037805351,,
1363319.451,19768.78562,43162.00973,90504.1638,110598.8433,59795.50057,75600.774,69059.30615,584092.7353,4863.386071,10673.70313,7877.615596,2387946.122,375134.9122,1275560.844,15-24,2013.083333,,0.135766888,0.115057299,0.018083947,0.29504335,0.135825278,0.09974828,,,,,,,,,,,,0.135825278,0.09974828,0.039783584,0.032464195,,
2176686.03,25180.01896,50353.12781,100067.8864,137130.4821,95458.27991,114069.3793,83939.71552,1033640.052,5832.853356,17585.78139,8130.02609,3380139.005,419854.741,1858639.412,15-24,2013.333333,,0.110488272,0.119929878,0.016782943,0.246134398,0.122760563,0.095428392,,,,,,,,,,,,0.122760563,0.095428392,0.038086145,0.031154707,,
596577.604,3923.844251,15298.43858,33413.26004,42129.47294,28304.24747,30019.01149,26659.71922,319848.8395,2255.123945,3710.201274,2624.890999,2095927.867,289469.6005,1279403.417,15-24,2013.583333,,0.121350678,0.052849897,0.005970654,0.389962551,0.10150626,0.064474766,,,,,,,,,,,,0.10150626,0.064474766,0.040056066,0.032244649,,
1617595.549,26677.63076,54674.8034,99657.92027,134334.406,70295.61045,87876.71681,101651.2204,741821.9529,4734.599213,14552.83953,16452.58117,2630819.818,454269.7582,1439180.872,15-24,2014.083333,,0.147246862,0.120357568,0.023725551,0.339442131,0.164665725,0.115210894,,,,,,,,,,,,0.164665725,0.115210894,0.048364135,0.037105728,,
2533986.306,30553.37804,70509.9524,116729.134,210860.0905,128439.2456,118899.5835,103919.9722,1203102.277,10373.45739,14623.28206,13572.94794,3532329.773,523789.2096,1999639.176,15-24,2014.333333,,0.129135563,0.13461513,0.01956869,0.346431472,0.126917921,0.086764449,,,,,,,,,,,,0.126917921,0.086764449,0.033962095,0.027969645,,
2231130.594,13437.71304,51417.91387,103453.4666,201767.1871,91886.14907,117919.0573,95575.09175,1149005.246,7635.861865,18453.00253,10198.26787,3353804.517,486073.5934,1965409.986,15-24,2014.583333,,0.126585683,0.105782158,0.014826399,0.358656314,0.122929912,0.082476686,,,,,,,,,,,,0.122929912,0.082476686,0.032325403,0.026315065,,
1801668.792,15468.68839,54015.04516,87425.05265,145981.467,73210.85806,103513.6577,80373.47009,895852.4847,6099.626149,15326.08969,3687.672771,2753403.909,402720.6138,1566203.545,15-24,2014.833333,,0.127599723,0.134125355,0.014738875,0.241172942,0.099008844,0.076968462,,,,,,,,,,,,0.099008844,0.076968462,0.040989312,0.032022574,,
1752656.792,23269.18788,61971.563,94090.10882,161575.5363,85075.8596,94545.46308,90965.63007,798744.8424,6605.736653,9282.624456,9882.033958,2841009.001,475184.8155,1483837.493,15-24,2015.083333,,0.143292233,0.130415706,0.017261326,0.336213516,0.116885652,0.080760901,,,,,,,,,,,,0.116885652,0.080760901,0.027578974,0.024191275,,
2513155.835,22068.66361,81609.15089,115910.0605,218547.1334,112659.1524,124409.922,111117.1359,1194736.817,9321.404293,18112.62851,8775.070676,3545096.028,507666.3945,1922089.905,15-24,2015.333333,,0.125264287,0.160753502,0.016438981,0.310521076,0.09277471,0.06586364,,,,,,,,,,,,0.09277471,0.06586364,0.051575679,0.036869273,,
2409664.08,15228.60334,71342.14461,143626.3813,195669.3697,100498.0115,96207.28356,98793.11848,1159376.96,6771.677744,17773.15135,5532.001948,3456971.912,488378.5378,2002798.661,15-24,2015.583333,,0.123785845,0.146079606,0.013105526,0.271571829,0.08232883,0.061342139,,,,,,,,,,,,0.08232883,0.061342139,0.027073242,0.021337926,,
1855500.03,15654.6921,45429.44079,72885.10661,128665.2523,70844.2683,76242.55042,70312.30635,865024.7193,7689.84386,11446.69591,4594.947791,2849409.089,345948.0742,1520504.368,15-24,2015.833333,,0.108265855,0.131318669,0.013822578,0.31190615,0.095235354,0.067537014,,,,,,,,,,,,0.095235354,0.067537014,0.031548909,0.020717975,,
1233173.676,12989.77876,49869.82817,45485.11231,108204.5874,53056.45828,68359.19614,42900.30502,480879.3785,4210.071154,7662.981002,5871.412578,2282679.924,329156.0185,1128535.865,15-24,2016.083333,,0.126024768,0.151508177,0.013464106,0.32802121,0.08161435,0.056351717,,,,,,,,,,,,0.08161435,0.056351717,0.026010952,0.016696686,,
1100784.206,6015.13451,26965.49274,53620.67289,81057.4705,45233.12253,60514.98913,44479.67464,516079.6317,6143.185339,9536.310722,2620.538415,2020091.603,286762.6666,1176949.263,15-24,2016.833333,,0.124308965,0.094034182,0.012036667,0.360422079,0.113477612,0.075672779,,,,,,,,,,,,0.113477612,0.075672779,0.038578383,0.030731863,,
1016466.219,11357.15222,33809.11439,53835.10848,103326.436,36995.73992,51322.24108,39481.91811,441804.4503,2018.784857,5554.290806,3432.745534,2058378.804,329050.3941,1086268.801,15-24,2017.083333,,0.137826242,0.102747527,0.010864362,0.243774846,0.095626985,0.074041547,,,,,,,,,,,,0.095626985,0.074041547,0.02126045,0.015673797,,
1140727.461,7676.865002,27855.44372,37342.70646,101064.0866,36637.53798,39693.15795,37598.08386,505511.8551,4999.079258,1809.351212,2550.58207,2048005.631,276487.5219,1125364.365,15-24,2017.333333,,0.118945294,0.100747562,0.008318277,0.443162456,0.076268397,0.043954746,,,,,,,,,,,,0.076268397,0.043954746,0.023704262,0.019693883,,
1086294.58,11246.12497,37963.16837,54293.40748,85017.46209,34273.23877,36086.44677,35293.72608,496054.3028,7392.784303,2651.729326,4222.602891,2042825.843,282814.3924,1152364.076,15-24,2017.583333,,0.121607112,0.134233509,0.012489191,0.455268971,0.085121053,0.048237422,,,,,,,,,,,,0.085121053,0.048237422,0.023436575,0.018577633,,
1191881.554,5923.901724,32924.94834,46527.08278,87453.58582,36361.54422,54674.69911,49249.1814,518021.0023,1990.135682,3459.558111,2960.879208,2106747.713,270136.4929,1134626.905,15-24,2017.833333,,0.113651516,0.121882638,0.006804078,0.345392139,0.052873193,0.035255035,,,,,,,,,,,,0.052873193,0.035255035,0.028682172,0.020658115,,
1081344.441,9720.750101,32952.18249,59398.65142,104300.1759,45232.09756,61386.92276,59627.59556,442418.7623,6064.853484,9468.709977,6812.904402,2150196.679,354134.1109,1027797.429,15-24,2018.083333,,0.14140868,0.09305001,0.014913621,0.401586377,0.138135599,0.087517093,,,,,,,,,,,,0.138135599,0.087517093,0.025307143,0.01846484,,
1135120.156,7304.146253,24575.36528,57868.73929,82076.27473,30054.2553,39447.67954,40020.94366,510941.1752,3207.667637,6407.026259,3408.103038,2087980.66,275953.123,1142180.099,15-24,2018.583333,,0.116734709,0.089056304,0.009735216,0.325468056,0.098543035,0.068672945,,,,,,,,,,,,0.098543035,0.068672945,,,,
1107514.302,12009.60849,35635.1334,50836.4514,93823.66991,50312.22111,63889.54206,42322.51356,426386.169,5376.84365,5386.907567,5788.568414,2194676.974,301326.03,1044746.609,15-24,2019.083333,,0.120723424,0.118261052,0.013014183,0.390919409,0.09913662,0.062816613,,,,,,,,,,,,0.09913662,0.062816613,,,,
1104083.983,7288.317599,30723.05752,44442.86828,87157.98442,41839.32642,48738.19409,38903.03586,500609.4739,7757.12491,2302.922581,3569.021856,2067973.622,270890.2492,1130122.431,15-24,2019.583333,,0.115821298,0.113415147,0.01011492,0.541470443,0.081882248,0.039287305,,,,,,,,,,,,0.081882248,0.039287305,,,,
844659.166,5389.766134,11618.12155,23847.70979,27838.61112,10090.19199,33493.16799,16246.46701,175493.4719,2887.199063,4322.93085,2846.005621,3021082.464,207474.5075,746971.7879,24-34,2001.083333,,0.064262303,0.055997827,0.005112704,0.37117967,0.08366323,0.054295229,,,,,,,,,,,,,,,,,
2796399.661,9612.914557,40981.38039,71467.61766,109595.648,34563.28927,61135.47605,40151.23512,575957.1302,6682.906992,11451.43832,6190.648545,3979681.612,261282.3382,953518.6742,24-34,2001.333333,,0.061609186,0.156847113,0.008527795,0.379326722,0.051566438,0.032644453,,,,,,,,,,,,,,,,,
2149353.82,7462.910568,29829.73369,56280.4275,78220.82004,23284.25122,49474.08918,30544.52135,432563.5341,3295.222498,8560.56004,3983.692635,3245916.924,215230.4987,800486.0517,24-34,2001.583333,,0.062184724,0.138594362,0.007178984,0.312367807,0.049247577,0.034393304,,,,,,,,,,,,,,,,,
1670878.874,9727.339607,25219.09496,46275.09047,66842.36789,20717.55644,35206.28885,20459.15377,377192.3102,3512.529252,9714.353237,3916.726981,2733214.72,190547.3637,697162.0882,24-34,2001.833333,,0.06517198,0.132350794,0.009831262,0.276479115,0.069145586,0.051003322,,,,,,,,,,,,,,,,,
1945962.704,11678.37433,35448.00508,39021.97295,82414.79483,23322.38964,45764.86437,30524.69741,437152.6098,3598.153828,8370.56164,3184.70958,3035658.246,226928.1271,761714.309,24-34,2002.083333,,0.069554673,0.156208071,0.008838874,0.252791969,0.053553694,0.040564916,,,,,,,,,,,,,,,,,
2878226.809,13936.36175,44976.24561,68962.9507,115406.1552,38353.5854,60746.28289,36527.43504,641253.4802,5397.566089,10542.09406,10972.24273,3962127.732,266553.1196,1005353.945,24-34,2002.333333,,0.06303458,0.168732768,0.010309679,0.400746738,0.057582317,0.035321467,,,,,,,,,,,,,,,,,
2164353.981,5330.821559,32374.82259,51534.98496,64349.32349,23209.94215,45761.92934,29434.94357,468347.3394,6312.372644,9359.16255,2016.26156,3284583.723,196416.9086,819681.2086,24-34,2002.583333,,0.056425416,0.164827065,0.007008078,0.361821639,0.040783728,0.026417115,,,,,,,,,,,,,,,,,
1606683.161,8440.073583,30719.02552,41452.69816,44564.19573,22072.79017,38100.26803,16160.19257,333883.2909,2435.653288,4183.789556,4349.70921,2747458.358,149033.8871,690559.668,24-34,2002.833333,,0.051453232,0.206121078,0.007064429,0.349594704,0.033137475,0.021805398,,,,,,,,,,,,,,,,,
